0,8322,1,20051294
1,7171,1,20051560
2,5446,1,20051499
3,3939,1,20051658
4,5190,1,20051767
5,5108,1,20051330
6,2924,1,20051891
7,3214,1,20052188
8,7403,1,20052374
9,7419,1,20052339
10,1611,1,20052572
11,6782,1,20052202
12,10116,1,20052435
13,651,1,20052229
14,3065,1,20052808
15,3409,1,20053210
16,7924,1,20052987
17,8746,1,20053136
18,3195,1,20053426
19,9769,1,20053734
20,9532,1,20053936
21,6148,1,20054496
22,3025,1,20053566
23,1619,1,20054300
24,10053,1,20054736
25,4691,1,20053925
26,4367,1,20054094
27,4730,1,20054833
28,8121,1,20055058
29,6294,1,20055270
30,7124,1,20055409
31,5837,1,20044670
32,2906,1,20056036
33,1717,1,20055100
34,1220,1,20055528
35,6294,1,20050416
36,2132,1,20056112
37,3568,1,20056454
38,9663,1,20046506
39,2594,1,20056529
40,10076,1,20057420
41,8746,1,20056382
42,9994,1,20057719
43,7726,1,20057560
44,7059,1,20057252
45,5837,1,20057774
46,5191,1,20058923
47,3964,1,20049193
48,3314,1,20060225
49,6782,1,20059992
50,4847,1,20060221
51,3962,1,20040433
52,8551,1,20061301
53,1499,1,20050817
54,9378,1,20061221
55,3509,1,20060973
56,5437,1,20061494
57,6085,1,20061610
58,3157,1,20062201
59,3567,1,20062352
60,9231,1,20062093
61,8349,1,20062589
62,1621,1,20063247
63,9078,1,20062903
64,9429,1,20062961
65,8379,1,20063517
66,4279,1,20063260
67,10168,1,20063705
68,7267,1,20063344
69,8216,1,20064060
70,8834,1,20064586
71,3525,1,20063777
72,6782,1,20064422
73,5835,1,20063670
74,9454,1,20064803
75,5256,1,20065121
76,2873,1,20065173
77,10018,1,20064795
78,6366,1,20065063
79,5679,1,20065711
80,9504,1,20065142
81,9234,1,20065847
82,7885,1,20066808
83,4020,1,20067263
84,6877,1,20067243
85,8923,1,20047071
86,4525,1,20067600
87,3065,1,20067553
88,1171,1,20067590
89,8444,1,20069986
90,4011,1,20069641
91,5284,1,20070091
92,5837,1,20069637
93,4730,1,20069715
94,2785,1,20070346
95,7213,1,20071470
96,6294,1,20071207
97,3600,1,20072004
98,2446,1,20072189
99,3737,1,20072455
100,10018,1,20072727
101,8687,1,20072829
102,7636,1,20073072
103,3214,1,20073062
104,2924,1,20073854
105,2834,1,20075184
106,5761,1,20064721
107,9426,1,20075229
108,6555,1,20075322
109,2803,1,20075640
110,7932,1,20075973
111,5837,1,20076220
112,5987,1,20075881
113,5837,1,20076028
114,308,1,20076053
115,1612,1,20075768
116,5512,1,20075936
117,4122,1,20076006
118,5489,1,20076527
119,5837,1,20076363
120,3659,1,20066599
121,9504,1,20076480
122,10170,1,20076667
123,9793,1,20077097
124,6014,1,20077312
125,1824,1,20077349
126,6372,1,20077378
127,10018,1,20077266
128,4832,1,20067613
129,6984,1,20078005
130,1672,1,20077580
131,8121,1,20078312
132,7871,1,20078397
133,9943,1,20078783
134,6425,1,20079104
135,3551,1,20079015
136,6547,1,20080400
137,5356,1,20070155
138,9924,1,20080281
139,1465,1,20080209
140,15,1,20080723
141,3982,1,20070809
142,3552,1,20080942
143,771,1,20070598
144,5877,1,20081347
145,5987,1,20081665
146,5444,1,20081963
147,8895,1,20082041
148,4669,1,20082382
149,3696,1,20082672
150,3075,1,20081964
151,9426,1,20072259
152,9617,1,20082406
153,1254,1,20082884
154,5383,1,20082609
155,2230,1,20083275
156,6448,1,20084784
157,9649,1,20085238
158,1489,1,20084563
159,8322,1,20084309
160,1824,1,20085062
161,5534,1,20085313
162,6366,1,20085475
163,9007,1,20086027
164,6912,1,20085995
165,1797,1,20085844
166,5284,1,20086229
167,6782,1,20086343
168,9529,1,20086065
169,2153,1,20086360
170,4525,1,20086929
171,10202,1,20085963
172,3719,1,20087454
173,3214,1,20087094
174,10060,1,20087831
175,4990,1,20087135
176,8741,1,20078176
177,6366,1,20088603
178,5624,1,20088208
179,8172,1,20078112
180,9905,1,20077845
181,4708,1,20089466
182,8129,1,20089780
183,7311,1,20089440
184,2266,1,20070005
185,3214,1,20089454
186,2924,1,20079917
187,2080,1,20090325
188,2292,1,20090257
189,6100,1,20090415
190,572,1,20089709
191,2485,1,20089789
192,4812,1,20090480
193,7246,1,20090167
194,4158,1,20090219
195,6216,1,20090759
196,6415,1,20091586
197,3065,1,20091549
198,2935,1,20091493
199,9450,1,20091703
200,9924,1,20091788
201,6760,1,20072540
202,9911,1,20091961
203,627,1,20092314
204,9755,1,20082656
205,8640,1,20093092
206,4845,1,20092401
207,8581,1,20093016
208,1797,1,20092633
209,1797,1,20093118
210,8954,1,20093508
211,174,1,20092877
212,9148,1,20093943
213,8293,1,20093550
214,3085,1,20094535
215,3240,1,20094273
216,2518,1,20094204
217,6413,1,20094245
218,4009,1,20094470
219,9031,1,20095183
220,5807,1,20094970
221,2981,1,20094329
222,7935,1,20095177
223,105,1,20095480
224,8746,1,20085463
225,1611,1,20095174
226,2230,1,20095640
227,2246,1,20096299
228,8724,1,20096040
229,3659,1,20096080
230,8639,1,20095699
231,3719,1,20096682
232,9299,1,20096647
233,9254,1,20097094
234,6782,1,20097156
235,9299,1,20096414
236,8581,1,20097347
237,7249,1,20097669
238,2524,1,20097413
239,9157,1,20098055
240,10034,1,20101076
241,4990,1,20100963
242,5515,1,20101214
243,3441,1,20101786
244,3240,1,20101170
245,6586,1,20102058
246,6282,1,20082087
247,2485,1,20092154
248,8298,1,20102248
249,6422,1,20102121
250,6503,1,20101861
251,8942,1,20103385
252,2132,1,20103549
253,8125,1,20103256
254,8581,1,20103938
255,517,1,20104010
256,4387,1,20103445
257,9429,1,20103078
258,5600,1,20104574
259,8322,1,20104076
260,1659,1,20104938
261,5837,1,20105089
262,845,1,20104699
263,8724,1,20105292
264,7646,1,20106318
265,8689,1,20105730
266,2617,1,20107386
267,5244,1,20107729
268,17,1,20108170
269,9475,1,20108682
270,9022,1,20109646
271,974,1,20109747
272,9276,1,20110109
273,7100,1,20109756
274,3470,1,20110072
275,5270,1,20110144
276,6338,1,20110526
277,9995,1,20111300
278,6916,1,20080691
279,4387,1,20111505
280,517,1,20111656
281,9238,1,20111949
282,3338,1,20111573
283,1372,1,20111792
284,7562,1,20111829
285,7354,1,20112277
286,9617,1,20112328
287,8298,1,20112720
288,10116,1,20112569
289,8595,1,20113506
290,9057,1,20113581
291,9276,1,20114319
292,6515,1,20115427
293,1244,1,20115302
294,8060,1,20114916
295,6425,1,20105240
296,180,1,20115457
297,7719,1,20115614
298,3719,1,20116180
299,6425,1,20116620
300,8687,1,20106382
301,4572,1,20116838
302,3719,1,20116388
303,704,1,20116764
304,5147,1,20107308
305,6782,1,20116742
306,5756,1,20117370
307,6415,1,20117321
308,3215,1,20117378
309,934,1,20118363
310,5663,1,20117898
311,9426,1,20118690
312,4020,1,20118526
313,4321,1,20117765
314,9643,1,20119206
315,8581,1,20119222
316,3847,1,20119690
317,982,1,20119822
318,5739,1,20119902
319,3361,1,20119456
320,6416,1,20119352
321,9617,1,20120162
322,8746,1,20119801
323,5166,1,20119928
324,3509,1,20121161
325,8177,1,20121171
326,6236,1,20110532
327,8746,1,20121073
328,1049,1,20120433
329,3214,1,20120765
330,6782,1,20121382
331,622,1,20122047
332,5696,1,20121916
333,9075,1,20122453
334,7470,1,20122781
335,3719,1,20122141
336,7472,1,20121946
337,1626,1,20122761
338,6126,1,20124259
339,2410,1,20124596
340,174,1,20123832
341,2515,1,20124591
342,1372,1,20123828
343,10038,1,20125825
344,6782,1,20125572
345,3775,1,20126278
346,10089,1,20126252
347,6782,1,20126582
348,9920,1,20126317
349,1794,1,20127201
350,5356,1,20126973
351,482,1,20127012
352,4158,1,20127174
353,3214,1,20127122
354,8298,1,20126586
355,4525,1,20127378
356,4847,1,20128051
357,6837,1,20128492
358,4268,1,20128429
359,6224,1,20119078
360,3719,1,20129698
361,5524,1,20129613
362,6404,1,20129561
363,1626,1,20129697
364,3576,1,20129921
365,308,1,20130679
366,4402,1,20130415
367,3214,1,20130805
368,3719,1,20130869
369,4158,1,20131079
370,3800,1,20131233
371,2917,1,20131487
372,3585,1,20131371
373,4409,1,20130717
374,7124,1,20132167
375,3016,1,20131989
376,4486,1,20122775
377,4289,1,20133030
378,4381,1,20132229
379,6682,1,20133274
380,8342,1,20132579
381,7762,1,20133680
382,245,1,20133895
383,9029,1,20134324
384,8895,1,20134052
385,2921,1,20133980
386,2099,1,20133990
387,1797,1,20134055
388,4392,1,20134993
389,9426,1,20134316
390,7130,1,20125113
391,7670,1,20104566
392,517,1,20134234
393,5928,1,20135163
394,10151,1,20135349
395,694,1,20135529
396,2575,1,20135825
397,10019,1,20135691
398,4691,1,20135984
399,8581,1,20136671
400,9429,1,20136064
401,8724,1,20126949
402,2916,1,20136147
403,6425,1,20137493
404,3195,1,20137763
405,3659,1,20137536
406,3600,1,20137876
407,8724,1,20127102
408,1499,1,20138285
409,3568,1,20138024
410,8570,1,20138059
411,7556,1,20137655
412,6282,1,20138051
413,1220,1,20138183
414,2778,1,20139022
415,7719,1,20138447
416,8705,1,20139116
417,308,1,20139997
418,9911,1,20139767
419,6504,1,20140028
420,1187,1,20140112
421,8724,1,20140132
422,5959,1,20140172
423,4268,1,20130282
424,9617,1,20140123
425,4158,1,20139958
426,5377,1,20140990
427,3846,1,20140835
428,1691,1,20140897
429,3458,1,20141822
430,1651,1,20141602
431,151,1,20141701
432,5783,1,20132243
433,3719,1,20142285
434,10060,1,20142340
435,7145,1,20132549
436,1254,1,20142651
437,9791,1,20143374
438,3360,1,20143075
439,6782,1,20143712
440,373,1,20144085
441,6001,1,20144461
442,3356,1,20144880
443,5057,1,20144895
444,2260,1,20144500
445,9617,1,20144820
446,8741,1,20144972
447,6841,1,20144679
448,230,1,20145374
449,5206,1,20145315
450,6319,1,20145548
451,8298,1,20145595
452,6435,1,20145297
453,6782,1,20146010
454,5059,1,20145730
455,10018,1,20145676
456,4158,1,20145531
457,3214,1,20145912
458,9876,1,20146482
459,10018,1,20146580
460,2691,1,20146906
461,308,1,20147285
462,10018,1,20146877
463,5667,1,20146341
464,9679,1,20147179
465,1611,1,20147336
466,10236,1,20147433
467,6314,1,20147561
468,6965,1,20147596
469,7959,1,20147301
470,6520,1,20147797
471,8879,1,20149337
472,6782,1,20149382
473,1681,1,20149022
474,9429,1,20149401
475,6294,1,20150663
476,4207,1,20150303
477,5782,1,20150987
478,4525,1,20151652
479,1797,1,20152171
480,6708,1,20152087
481,4258,1,20153267
482,1691,1,20153479
483,7846,1,20154071
484,2386,1,20154667
485,982,1,20154464
486,1061,1,20153803
487,6479,1,20155688
488,9679,1,20155845
489,5185,1,20156928
490,373,1,20156857
491,2230,1,20157235
492,849,1,20157319
493,8968,1,20157326
494,7123,1,20158292
495,2490,1,20158199
496,8724,1,20157825
497,9617,1,20157968
498,3240,1,20158358
499,7100,1,20158074
500,7544,1,20158447
501,6490,1,20158198
502,95,1,20159650
503,9426,1,20159895
504,5882,1,20160176
505,8826,1,20160432
506,8813,1,20160636
507,6645,1,20160452
508,8724,1,20160892
509,5696,1,20160978
510,6189,1,20161042
511,692,1,20161432
512,6366,1,20161176
513,3240,1,20151203
514,5089,1,20161821
515,9031,1,20162116
516,9822,1,20152126
517,6294,1,20162096
518,3911,1,20162990
519,3678,1,20163011
520,6358,1,20163256
521,1621,1,20152404
522,4717,1,20163985
523,230,1,20164447
524,5226,1,20163708
525,9617,1,20164066
526,7386,1,20164586
527,9689,1,20164877
528,6520,1,20144755
529,8438,1,20165258
530,3122,1,20165301
531,9617,1,20164833
532,9368,1,20165280
533,4428,1,20165513
534,5256,1,20165634
535,1220,1,20165259
536,6520,1,20165590
537,308,1,20165956
538,3678,1,20166116
539,7273,1,20166020
540,4158,1,20165866
541,1465,1,20166641
542,4781,1,20166754
543,10018,1,20167184
544,5512,1,20167995
545,627,1,20167678
546,3123,1,20168226
547,1900,1,20167848
548,9327,1,20168515
549,8724,1,20158468
550,6194,1,20157852
551,1272,1,20169190
552,3719,1,20169227
553,3062,1,20169139
554,5053,1,20169523
555,7726,1,20159894
556,3719,1,20169633
557,6216,1,20170048
558,3214,1,20169743
559,308,1,20171235
560,5965,1,20170791
561,3659,1,20171132
562,8180,1,20171628
563,6248,1,20161504
564,9757,1,20161834
565,2819,1,20171547
566,1611,1,20171913
567,95,1,20171224
568,8712,1,20172479
569,5315,1,20172263
570,184,1,20172901
571,3367,1,20172910
572,1782,1,20172636
573,5089,1,20172604
574,8581,1,20173959
575,990,1,20174044
576,9368,1,20174001
577,7294,1,20174153
578,2334,1,20175226
579,7713,1,20177927
580,6294,1,20177348
581,9874,1,20177954
582,9361,1,20178729
583,2485,1,20178845
584,251,1,20180174
585,1422,1,20159839
586,1426,1,20180516
587,9426,1,20180525
588,2856,1,20181424
589,7104,1,20181879
590,2083,1,20182219
591,5996,1,20181734
592,8728,1,20182668
593,5950,1,20182235
594,6063,1,20182912
595,10131,1,20182774
596,1611,1,20183030
597,2404,1,20183096
598,6912,1,20182559
599,4512,1,20183453
600,1797,1,20183130
601,7726,1,20183721
602,9426,1,20183456
603,5444,1,20183744
604,10018,1,20183726
605,3828,1,20184063
606,4478,1,20183207
607,8036,1,20184968
608,8658,1,20185370
609,8724,1,20184708
610,9617,1,20184930
611,9011,1,20185287
612,8845,1,20186188
613,8570,1,20186377
614,1797,1,20186043
615,6425,1,20176290
616,6085,1,20176415
617,5444,1,20186851
618,9377,1,20186492
619,2266,1,20187391
620,5498,1,20177183
621,3458,1,20187624
622,10205,1,20176696
623,3065,1,20187482
624,6294,1,20187844
625,9831,1,20187830
626,2834,1,20187811
627,1611,1,20188123
628,6114,1,20187826
629,4158,1,20188072
630,10140,1,20188267
631,10154,1,20188073
632,7305,1,20188679
633,8687,1,20188627
634,7372,1,20189106
635,6294,1,20189444
636,3719,1,20189094
637,120,1,20189621
638,7917,1,20189446
639,7063,1,20179190
640,618,1,20190959
641,9876,1,20190971
642,4837,1,20191352
643,6520,1,20190497
644,8060,1,20190865
645,9426,1,20191368
646,3214,1,20191525
647,5837,1,20191357
648,5562,1,20192281
649,5877,1,20192359
650,3610,1,20192614
651,8231,1,20192534
652,3208,1,20192665
653,4147,1,20192847
654,6699,1,20192647
655,9645,1,20193241
656,2617,1,20183184
657,5270,1,20193236
658,7602,1,20193363
659,198,1,20193771
660,6265,1,20193921
661,7279,1,20193766
662,9426,1,20183540
663,7386,1,20194358
664,9011,1,20194010
665,9689,1,20195198
666,7798,1,20195247
667,1093,1,20195394
668,1641,1,20195442
669,3338,1,20194779
670,9617,1,20195254
671,984,1,20195315
672,6795,1,20195453
673,7946,1,20196403
674,308,1,20196516
675,1611,1,20186889
676,2916,1,20197007
677,665,1,20197334
678,6416,1,20197082
679,9691,1,20196607
680,1959,1,20196601
681,3157,1,20197263
682,8747,1,20197861
683,6520,1,20188374
684,3214,1,20198241
685,1797,1,20198210
686,2462,1,20198831
687,6372,1,20198109
688,3812,1,20198871
689,5815,1,20197992
690,2370,1,20198906
691,10018,1,20198819
692,5089,1,20199469
693,5696,1,20199704
694,6782,1,20200118
695,6084,1,20200217
696,6314,1,20200417
697,6265,1,20200400
698,170,1,20200750
699,8915,1,20199684
700,230,1,20201047
701,6584,1,20201720
702,1254,1,20200857
703,6965,1,20202198
704,5837,1,20201551
705,610,1,20202301
706,4607,1,20172357
707,1499,1,20202232
708,4158,1,20202605
709,3696,1,20203353
710,1797,1,20203442
711,9538,1,20202908
712,4011,1,20203105
713,8724,1,20203446
714,771,1,20203383
715,500,1,20203663
716,10018,1,20204427
717,1588,1,20204150
718,6802,1,20204348
719,10289,1,20205032
720,771,1,20194121
721,3719,1,20204663
722,7464,1,20205231
723,8322,1,20205500
